" 152200020","TRZCINIEC","Wkra (268)","2015","01","01",156,3.230,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","02",159,3.470,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","03",156,3.250,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","04",158,3.460,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","05",157,3.360,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","06",156,3.220,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","07",157,3.300,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","08",165,4.180,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","09",157,3.360,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","10",164,4.080,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","11",163,3.910,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","12",161,3.770,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","13",164,4.040,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","14",162,3.800,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","15",160,3.650,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","16",158,3.390,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","17",157,3.360,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","18",159,3.560,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","19",157,3.390,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","20",159,3.580,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","21",166,4.290,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","22",161,3.710,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","23",161,3.740,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","24",162,3.850,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","25",163,3.900,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","26",171,4.810,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","27",166,4.270,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","28",169,4.630,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","29",167,4.360,99.9,"11"
," 152200020","TRZCINIEC","Wkra (268)","2015","01","30",157,3.370,99.9,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","01",128,6.840,4.8,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","02",127,6.750,5.2,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","03",127,6.840,5.4,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","04",128,7.120,6.0,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","05",128,7.120,5.8,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","06",127,7.030,7.0,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","07",127,7.120,7.2,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","08",129,7.600,7.0,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","09",130,7.900,7.0,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","10",131,8.320,8.0,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","11",130,8.000,8.2,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","12",130,8.100,9.0,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","13",129,8.200,7.8,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","14",130,8.300,8.2,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","15",130,8.500,8.0,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","16",129,8.380,7.6,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","17",128,8.360,7.0,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","18",129,8.680,6.8,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","19",129,8.780,5.2,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","20",129,8.970,5.4,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","21",128,8.840,5.4,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","22",129,9.160,5.2,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","23",129,9.360,5.0,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","24",130,9.700,4.2,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","25",131,10.300,4.0,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","26",130,10.000,4.0,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","27",130,10.000,4.2,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","28",130,10.000,3.8,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","29",129,9.750,3.2,"11"
," 152200120","BORKOWO","Wkra (268)","2015","01","30",129,9.750,2.8,"11"
" 152200020","TRZCINIEC","Wkra (268)","2015","03","01",206,6.970,99.9,"01"
," 152200020","TRZCINIEC","Wkra (268)","2015","03","02",207,8.350,99.9,"01"
," 152200020","TRZCINIEC","Wkra (268)","2015","03","03",217,9.810,99.9,"01"
," 152200020","TRZCINIEC","Wkra (268)","2015","03","04",222,10.500,99.9,"01"
," 152200020","TRZCINIEC","Wkra (268)","2015","03","05",219,10.200,99.9,"01"
," 152200020","TRZCINIEC","Wkra (268)","2015","03","06",215,9.660,99.9,"01"
," 152200020","TRZCINIEC","Wkra (268)","2015","03","07",196,7.630,99.9,"01"
," 152200020","TRZCINIEC","Wkra (268)","2015","03","08",193,7.220,99.9,"01"
," 152200020","TRZCINIEC","Wkra (268)","2015","03","09",200,7.940,99.9,"01"
," 152200020","TRZCINIEC","Wkra (268)","2015","03","10",223,10.600,99.9,"01"
," 152200020","TRZCINIEC","Wkra (268)","2015","03","11",240,12.800,99.9,"01"
